7	0	w
7	50	p
8	0	w
8	50	p
9	0	w
9	50	p
10	0	w
10	50	p
11	0	w
12	0	p
13	0	w
13	50	p
14	0	w
14	50	p
15	0	w
15	50	p
16	0	w
16	50	p
17	0	w
17	50	p
18	0	w
18	50	p
19	0	w
19	50	p
20	0	w
20	50	p
21	0	w
21	50	p
